Column1,Column2,Column3
Mike_Thomas_(politician),party,"Social Democratic Party (UK, 1988)"
Mikhail_Tugan-Baranovsky,party,Constitutional Democratic Party
Milinda_Moragoda,party,Sri Lanka Freedom Party
Mohamad_Sabu,party,Pan-Malaysian Islamic Party
Mohamed_Abu_Hamed,party,Free Egyptians Party
Mohamed_Boudiaf,party,National Liberation Front (Algeria)
Mohammad_Mohaqiq,party,People's Islamic Unity Party of Afghanistan
Mohd_Hatta_Ramli,party,National Trust Party (Malaysia)
Moisei_Rafes,party,"General Jewish Labour Bund in Lithuania, Poland and Russia"
Montfort_Tadier,party,Independent politician
Morrison_Mann_MacBride,party,Liberal
Moses_Gabb,party,Independent politician
Muhammad_Muhammad_Taib,party,Pakatan Rakyat
Mujahid_Yusof_Rawa,party,Pan-Malaysian Islamic Party
Mustafa_Tlass,party,Ba'ath Party
Mustapha_Harun,party,United Malays National Organisation
N._Gobalakrishnan,party,Independent
Natalie_McGarry,party,Before 2015
Neil_Hamilton_(politician),party,National Assembly for Wales
Nelson_Lemmon,party,National Party of Western Australia
Neville_Bonner,party,Independent
Newin_Chidchob,party,Bhumjaithai Party
Nichi_Vendola,party,Left Ecology Freedom
Nick_Xenophon,party,Nick Xenophon's SA
Nicolae_Olaru,party,Alliance for European Integration
Nilde_Iotti,party,Democratic Party of the Left
Noel_Crichton-Browne,party,Independent
Norm_Coleman,party,Republican Party (United States)
Norman_Cameron_(politician),party,Independent
Norman_Lamb,party,Liberal Democrats
Norman_Lockhart,party,Conservative
Obafemi_Awolowo,party,Unity Party of Nigeria
Odilon_Barrot,party,Party of Order
Ogden_R._Reid,party,Democratic Party (United States)
Oleg_Serebrian,party,Alliance for European Integration
Oliver_Badman,party,United Australia Party
Omar_Bongo,spouse,Edith Lucie Bongo
Ong_Teng_Cheong,party,Independent
Oskar_Hergt,party,German National People's Party
Oskar_Lafontaine,party,Social Democratic Party of Germany
Oswald_Mosley,spouse,Diana Mitford
Oswald_Mosley,party,Union Movement
Ottaviano_Del_Turco,party,Democratic Party (Italy)
Paddy_Glynn,party,Nationalist Party of Australia
Paddy_Webb,party,New Zealand Labour Party
Pam_Buchanan,party,Australian Labor Party
Paruyr_Hayrikyan,party,Union for National Self-Determination
Patricia_Remak,party,People's Party for Freedom and Democracy
Patrick_Lynch_(Australian_politician),party,United Australia Party
Paul_Burstow,party,Before 1988
Paul_Filing,party,Independent
Paul_Holmes_(politician),party,Before 1988
Paul_Jones_(Australian_politician),party,Democratic Labor Party (historical)
Paul_Marsden,party,Liberal Democrats
Paul_Neville_(politician),party,Liberal National Party of Queensland
Paul_Reynaud,party,National Centre of Independents and Peasants
Paul_Wolfowitz,party,Republican Party (United States)
Paul_Zammit,party,Independent
Pavel_Gubarev,party,Progressive Socialist Party of Ukraine
Pedro_Aleixo,party,National Democratic Union (Brazil)
Pehr_Evind_Svinhufvud,party,Young Finnish Party
Percy_Abbott_(Australian_politician),party,National Party of Australia
Percy_Chapman_Black,party,Progressive Conservative Party of Canada
Percy_Stewart,party,Independent
Petar_Mladenov,party,Bulgarian Socialist Party
Peter_A._Peyser,party,Republican Party (United States)
Peter_Breen_(Australian_politician),party,Renewable Energy Party
Peter_Davies_(politician),party,Independent
Peter_Fraser_(New_Zealand_politician),party,New Zealand Labour Party
Peter_Goldring,party,Independent
Peter_King_(Australian_politician),party,Independent
Peter_Law,party,Blaenau Gwent People's Voice
Peter_Richardson_(politician),party,Progress Party (Australia)
Petru_Groza,party,Independent
Petru_Vlah,party,Alliance for European Integration
Phil_Gramm,party,Republican Party (United States)
Philip_Dimitrov,party,Union of Democratic Forces (Bulgaria)
Philip_McBride,party,Liberal Party of Australia
Pier_Ferdinando_Casini,party,CpE
Pierre_Gagnier,party,Independent
Pierre_Mainville,party,Independent
Pietro_Nenni,party,Italian Socialist Party
Rabina_Khan,party,Independent
Raffaele_Fitto,party,Direction Italy
Raimo_Vistbacka,party,True Finns
Raisa_Bogatyrova,party,Party of Regions
Ralf_Dahrendorf,spouse,Christiane Dahrendorf
Ralph_Hall,party,Republican Party (United States)
Ramazan_Abdulatipov,party,Communist Party of the Soviet Union
Ramiz_Alia,party,Socialist Party of Albania
Ramon_Bagatsing,party,Laban ng Demokratikong Pilipino
Rana_Waitai,party,Mauri Pacific
Ravi_Karunanayake,party,United National Party
Reg_Turnbull,party,Independent
Reg_Wright,party,Independent
Reginald_Blundell,party,Nationalist Party of Australia
Reginald_Burchell,party,Nationalist Party of Australia
Richard_Baker_(U.S._politician),party,Republican Party (United States)
Richard_Buzacott,party,Nationalist Party of Australia
Richard_Crouch,party,Australian Labor Party
Richard_Edwards_(Australian_politician),party,Commonwealth Liberal Party
Richard_Foster_(Australian_politician),party,Nationalist Party of Australia
Richard_Grayson_(academic),party,Labour Party (UK)
Richard_Orchard,party,Nationalist Party of Australia
Richard_Swenson,party,Saskatchewan Party
Richard_Taylor_(British_politician),party,National Health Action Party
Richard_Torbay,party,National Party of Australia
Richard_Tsoi,party,The Frontier (Hong Kong)
Richie_Robb,party,Democratic Party (United States)
Rick_Laliberte,party,Independent politician
Rita_Johnston,party,British Columbia Conservative Party
Rob_Anders,party,Conservative Party of Canada
Rob_Anderson_(politician),party,Wildrose Party
Rob_Ford,party,Independent
Rob_Merrifield,party,Conservative Party of Canada
Rob_Oakeshott,party,Independent
Rob_Wilson,party,Before 1988
Robert_Best_(politician),party,Nationalist Party of Australia
Robert_Brokenshire,party,Australian Conservatives
Robert_Guthrie_(Australian_politician),party,Nationalist Party of Australia
Robert_Harper_(Australian_politician),party,Commonwealth Liberal Party
Robert_Peel,party,Peelite
Robert_Porter_(politician),party,Alliance Party of Northern Ireland
Robert_Toupin,party,Independent
Robert_Walpole,spouse,"Maria, Lady Walpole"
Rodrigue_Bourdages,party,Progressive Conservative Party of Canada
Roger_MacBride,party,Libertarian Party (United States)
Roger_Williams_(British_politician),party,Liberal Democrats
Romeu_Tuma,party,Brazilian Labour Party (current)
Ron_Mark,party,New Zealand First
Ronan_Lee,party,Queensland Greens
Rosalba_Ciarlini,party,Democrats (Brazil)
Roseller_T._Lim,party,Liberal Party (Philippines)
Ross_Vasta,party,Liberal National Party of Queensland
Rosy_Bindi,party,Democratic Party (Italy)
Rowley_James,party,Australian Labor Party
Rrahman_Morina,party,League of Communists of Kosovo
Rudolf_Jung,party,German National Socialist Workers' Party (Czechoslovakia)
Rupert_Ryan,party,Liberal Party of Australia
Ryszard_Kalisz,party,Independent
S._B._Nawinne,party,United National Party
Saifuddin_Abdullah,party,People's Justice Party (Malaysia)
Saifuddin_Nasution_Ismail,party,Pakatan Rakyat
Salah_Jadid,party,Arab Socialist Ba'ath Party
Salahuddin_Ayub,party,National Trust Party (Malaysia)
Sam_Benson,party,Independent
Sam_Calder,party,Country Liberal Party
Samuel_Boulanger,party,Independent
Samuel_Charters_(Canadian_politician),party,Progressive Conservative Party of Canada
Samuel_Mauger,party,Commonwealth Liberal Party
Samuel_Schmid,party,Before 2008
Sanan_Kachornprasart,party,Chartthaipattana Party
Sandro_Pertini,party,Italian Socialist Party
Sanoh_Thienthong,party,Pheu Thai Party
Scott_Kent,party,Yukon Party
Serafim_Urechean,party,Liberal Democratic Party of Moldova
Sergey_Mironov,party,A Just Russia
Sergio_Berlato,party,Brothers of Italy
Sergio_D'Elia,party,Italian Radicals
Sergio_Onofre_Jarpa,party,National Renewal (Chile)
Severiano_de_Heredia,party,Radical Left (France)
Shafie_Apdal,party,Sabah Heritage Party
Shane_Knuth,party,Katter's Australian Party
Shayne_Murphy,party,Independent
Sheila_Camerer,party,Democratic Alliance (South Africa)
Shukri_al-Quwatli,party,National Party (Syria)
Sidney_Edgerton,party,Republican Party (United States)
Simion_Furdui,party,Alliance for European Integration
Simon_Fraser_(Australian_politician),party,Commonwealth Liberal Party
Simone_Kennedy-Doornbos,party,Reformed Political League
Simone_Veil,party,Union of Democrats and Independents
Siti_Mariah_Mahmud,party,National Trust Party (Malaysia)
Soe_Thein,party,Union Solidarity and Development Party
Sol_Rosevear,party,Australian Labor Party
Stan_Amour,party,Australian Labor Party
Stan_Keon,party,Australian Labor Party (Anti-Communist)
Stan_Woloshyn,party,Alberta New Democratic Party
Stanley_Bruce,party,United Australia Party
Steele_Hall,party,Liberal Party of Australia
Stefan_Sofiyanski,party,Union of Free Democrats
Stella_Jantuan,party,Alliance for European Integration
Stephen_Urban,party,Democratic Party (United States)
Stephen_Williams_(politician),party,Before 1988
Stephen_Woodworth_(politician),party,Conservative Party of Canada
Steven_Fletcher_(politician),party,Independent
subject,property,current_or_latest
Sue_Bradford,party,Mana Party
Sue_Walker,party,Independent
Sydney_Gardner,party,United Australia Party
Sydney_Sampson,party,Nationalist Party of Australia
Sylvia_Hermon,party,Ulster Unionist Party
Tan_Kee_Kwong,party,Parti Gerakan Rakyat Malaysia
Tan_Tee_Beng,party,Independent
Tau_Henare,party,New Zealand National Party
Tengku_Razaleigh_Hamzah,party,Semangat 46
Terry_Fields,party,Independent politician
Terry_Griffiths_(politician),party,Independent
Theodor_Heuss,party,Free Democratic Party (Germany)
Thierry_Breton,party,Union for a Popular Movement
Thomas_Bakhap,party,Nationalist Party of Australia
Thomas_Chataway,party,Commonwealth Liberal Party
Thomas_Crawford_(Australian_politician),party,Independent
Thomas_Crerar,party,Liberal Party of Canada
Thomas_Holliday_Hicks,party,Republican Party (United States)
Thomas_Macdonald-Paterson,party,Independent
Thomas_Seamer,spouse,"Matthew Marvin, Sr."
Thomas_Swann,party,Democratic Party (United States)
Thomas_White_(Australian_politician),party,Liberal Party of Australia
Tim_Nicholls,party,Liberal National Party of Queensland
Tim_Penny,party,Before 2002
Tim_Peterson,party,Independent
Todor_Burmov,party,Conservative Party (Bulgaria)
Toko_Ratana,party,New Zealand Labour Party
Tom_Andrews_(Australian_politician),party,Australian Labor Party (Anti-Communist)
Tom_Arthur_(politician),party,Independent
Tom_Mulcair,party,Provincial
Tom_Sheehan_(politician),party,Australian Labor Party
Tom_Smith_(Pennsylvania_politician),party,Republican Party (United States)
Tomio_Okamura,party,Freedom and Direct Democracy
Tommy_F._Robinson,party,Republican Party (United States)
Tommy_Sheppard,party,Scottish National Party
Tony_Smith_(Queensland_politician),party,Independent
Trent_Lott,party,Republican Party (United States)
Trevor_Zinck,party,Independent
Usman_Boie_Kamara,party,Sierra Leone People's Party
Vadim_Cojocaru,party,Alliance for European Integration
Vaiben_Louis_Solomon,party,Free Trade Party
Valentina_Buliga,party,Alliance for European Integration
Valeriu_Cosarciuc,party,Alliance for European Integration
Valeriu_Guma,party,Alliance for European Integration
Valeriu_Nemerenco,party,Alliance for European Integration
Valeriy_Borzov,party,Social Democratic Party of Ukraine (united)
Vasco_Errani,party,Democratic Party (Italy)
Vasil_Radoslavov,party,Liberal Party (Bulgaria)
Vasile_Balan,party,Alliance for European Integration
Vasile_Bumacov,party,Alliance for European Integration
Vassilis_Leventis,party,Union of Centrists
Vasudeva_Nanayakkara,party,Present
Veltto_Virtanen,party,The Finns Party
Victor_Catan,party,Alliance for European Integration
Victor_Osipov,party,Alliance for European Integration
Victor_Popa,party,Alliance for European Integration
Viktoras_Muntianas,party,Civic Democratic Party (Lithuania)
Vilma_Santos,party,Liberal Party (Philippines)
Vilma_Santos,spouse,Ralph Recto
Vitalie_Nagacevschi,party,Alliance for European Integration
Vittorio_Emanuele_Orlando,party,Italian Liberal Party
Vittorio_Sgarbi,party,Renaissance
Vladimir_Hotineanu,party,Alliance for European Integration
Vladimir_Nazor,party,National Front
Volodymyr_Lytvyn,party,People's Party (Ukraine)
W._A._C._Bennett,party,Social Credit
W._Ross_Thatcher,party,Liberal
Wally_Stiles,party,New Brunswick Liberal Association
Walter_Howarth,party,Liberal Party of Australia
Walter_Kingsmill,party,United Australia Party
Walter_Leslie_Duncan,party,United Australia Party
Walter_Marks_(politician),party,United Australia Party
Walter_Massy-Greene,party,United Australia Party
Walter_Nairn,party,United Australia Party
Walter_Ulbricht,party,Socialist Unity Party of Germany
Wan_Abdul_Rahim_Wan_Abdullah,party,National Trust Party (Malaysia)
Wannarat_Channukul,party,Thai Rak Thai Party
Warren_R._Davis,party,Nullifier Party
Wayne_Morse,party,Democratic Party (United States)
Wee_Choo_Keong,party,Independent
Wilfred_Bumburing,party,Pakatan Rakyat
Wilfrid_Kent_Hughes,party,Liberal Party of Australia
Wilhelm_Pieck,party,Socialist Unity Party of Germany
William_Abraham_(trade_unionist),party,Labour Party (UK)
William_Alves_Boys,party,Unionist Party (Canada)
William_Andres,party,Christian Heritage Party of Canada
William_Archibald,party,Nationalist Party of Australia
William_Fleming_(Australian_politician),party,National Party of Australia
William_H._Meyer,party,Democratic
William_Hallett_Ray,party,Liberal Party of Canada
William_Hedges_(Australian_politician),party,Commonwealth Liberal Party
William_Holman,party,United Australia Party
William_Hutchinson_(Australian_politician),party,Liberal Party of Australia
William_Knox_(Victorian_politician),party,Commonwealth Liberal Party
William_L._Dawson_(politician),party,Republican Party (United States)
William_Laird_Smith,party,Nationalist Party of Australia
William_Lyne,party,Independent
William_McWilliams,party,Independent
William_Morris_Stewart,party,Silver Republican Party
William_Ofori_Atta,party,United National Convention
William_Plain,party,United Australia Party
William_Ross_(Unionist_politician),party,Ulster Unionist Party
William_S._Ladd,party,Republican Party (United States)
William_Senior_(politician),party,Nationalist Party of Australia
William_Sheat,party,New Zealand National Party
William_Spence,party,Nationalist Party of Australia
William_Story_(Australian_politician),party,Nationalist Party of Australia
William_Trenwith,party,Commonwealth Liberal Party
William_Watson_(Australian_politician),party,United Australia Party
William_Webster_(Australian_politician),party,Nationalist Party of Australia
William_Wilks_(Australian_politician),party,Commonwealth Liberal Party
William_Wood_(Australian_politician),party,Liberal Reform Party (Australia)
William_Woods_Holden,party,Republican Party (United States)
Willie_Kelly_(politician),party,Nationalist Party of Australia
Wilson_Callan,party,Progressive Conservative Party of Newfoundland and Labrador
Wong_Sing-chi,party,Third Side
Yaroslav_Moskalenko,party,Party of Regions
Yukhym_Zvyahilsky,party,Party of Regions
Yuri_Shymko,party,Progressive Conservative Party of Ontario
Yuriy_Lutsenko,party,Petro Poroshenko Bloc
Yury_Luzhkov,party,United Russia
Zaid_Ibrahim,party,Democratic Action Party
Zara_Bate,spouse,Jeff Bate
Zulkifli_Noordin,party,Independent
